entry_time,exit_time,type,signal_type,entry_price,exit_price,target_price,stop_loss,position,pnl,gross_pnl,entry_fee,exit_fee,total_fees,return,exit_reason
2021-01-11 17:00:00+00:00,2021-01-11 17:00:00+00:00,SHORT,downtrend_breakdown,2.67639684,2.62365576387096,2.6228689032,2.9562,3546.886193454032,180.08723844606288,187.06659475000038,7.125,6.9793563039375,14.1043563039375,1.8970779500000041,target
2021-01-22 00:00:00+00:00,2021-01-22 00:00:00+00:00,SHORT,downtrend_breakdown,2.98040561,2.92167373704934,2.9207974978,3.444,3240.1851139076557,183.2020676337828,190.30214044664447,7.24823559489282,7.100072812861666,14.348308407754486,1.8970779500000023,target
2021-02-16 18:30:00+00:00,2021-02-16 20:30:00+00:00,SHORT,downtrend_breakdown,8.20333826,8.041683276248442,8.039271494800001,8.643,1197.5730309895189,186.37077160436982,193.59364886591575,7.37360270022053,7.222877261545929,14.596479961766459,1.8970779499999857,target
2021-02-25 23:30:00+00:00,2021-02-25 23:30:00+00:00,SHORT,downtrend_breakdown,14.254122480000001,13.97323074240912,13.9690400304,16.2987,701.1316517912076,189.59428218813326,196.94208795159702,7.501138183064737,7.347805763463741,14.848943946528479,1.8970779500000086,target
2021-03-12 23:30:00+00:00,2021-03-13 01:00:00+00:00,SHORT,downtrend_breakdown,14.53403848,14.24763071771312,14.2433577104,15.3048,699.521691694069,192.87354733251541,200.3484423892307,7.630879548168348,7.474895056715298,15.105774604883646,1.8970779499999966,target
2021-04-03 16:00:00+00:00,2021-04-03 18:00:00+00:00,SHORT,downtrend_breakdown,21.02778977,20.613416144792374,20.607233974599996,22.3316,491.85976494906856,196.20953138088407,203.81371389571527,7.762864948964695,7.604182514831185,15.36704746379588,1.897077950000018,target
2021-05-23 16:30:00+00:00,2021-05-23 16:30:00+00:00,SHORT,downtrend_breakdown,20.5548317,20.1497781865198,20.143735066,23.496,511.88031855941284,199.60321535609182,207.33892151385479,7.897133198797437,7.735706157762948,15.632839356560385,1.8970779500000052,target
2021-06-11 23:30:00+00:00,2021-06-12 00:00:00+00:00,SHORT,downtrend_breakdown,35.884231500000006,35.177096834061004,35.166546870000005,39.998,298.28137704431566,203.05559724899385,210.92510191205756,8.033723782334508,7.869504663063715,15.903228445398224,1.8970779500000046,target
2021-06-23 16:00:00+00:00,2021-06-23 18:00:00+00:00,SHORT,downtrend_breakdown,29.077274199999998,28.5042774346148,28.495728716,32.435,374.47560379320197,206.5676923119117,214.57330968917395,8.172676867179504,8.005617377262238,16.178294244441744,1.8970779499999955,target
2021-07-12 18:30:00+00:00,2021-07-13 12:00:00+00:00,SHORT,downtrend_breakdown,30.3778839,29.779257319866602,29.770326222,31.677,364.64237461021713,210.14053335720223,218.28461768463586,8.314033315683876,8.144084327433635,16.45811764311751,1.897077949999995,target
