fold_id,train_start,train_end,test_start,test_end,chosen_adx_threshold,initial_capital,final_equity,total_return_pct,cagr,max_drawdown_pct,daily_sharpe,total_trades,winning_trades,losing_trades,win_rate_pct,avg_win,avg_loss,total_pnl_net,expectancy_per_trade,total_fees,total_funding,liquidations,fold_dir
fold_01,2021-01-01,2022-12-31,2023-01-01,2023-06-30,43.0,10000.0,12656.67721889778,26.566772188977783,0.6082703963707703,-5.466940298136014,3.7072092959532887,21,17,4,80.95238095238095,204.22622848051984,-203.79216631776254,2656.6772188977875,126.50843899513274,226.65299068179436,0.0,0,C:\Users\wrodr\Documents\GitHub\crypto-orb-research\reports\walk_forward_sweep\fund_0\folds\fold_01
fold_02,2021-07-01,2023-06-30,2023-07-01,2023-12-31,43.0,10000.0,11077.826337742363,10.778263377423624,0.22516417328178595,-6.264018841141938,1.7383815923572148,16,11,5,68.75,187.0909350126638,-196.03478947938862,1077.8263377423584,67.3641461088974,157.2429350626171,0.0,0,C:\Users\wrodr\Documents\GitHub\crypto-orb-research\reports\walk_forward_sweep\fund_0\folds\fold_02
fold_03,2022-01-01,2023-12-31,2024-01-01,2024-06-30,43.0,10000.0,10145.805047658723,1.4580504765872249,0.02945889566100557,-14.431424108508395,0.25196559395432827,17,13,4,76.47058823529412,174.5484412831023,-530.8311722554009,145.8050476587265,8.576767509336852,157.92501468072535,0.0,0,C:\Users\wrodr\Documents\GitHub\crypto-orb-research\reports\walk_forward_sweep\fund_0\folds\fold_03
fold_04,2022-07-01,2024-06-30,2024-07-01,2024-12-31,43.0,10000.0,11007.425918809377,10.07425918809377,0.20976564461756975,-4.204248589578741,1.5284229787085617,19,13,6,68.42105263157895,193.09784976978034,-250.4743546996277,1007.4259188093779,53.02241677944094,194.7137569234149,0.0,0,C:\Users\wrodr\Documents\GitHub\crypto-orb-research\reports\walk_forward_sweep\fund_0\folds\fold_04
fold_05,2023-01-01,2024-12-31,2025-01-01,2025-06-30,43.0,10000.0,11265.56164543272,12.655616454327202,0.27167312309542657,-7.594631929319318,1.5493398782420715,21,16,5,76.19047619047619,190.41876599743642,-356.22772210525295,1265.561645432718,60.26484025870086,210.21389437500602,0.0,0,C:\Users\wrodr\Documents\GitHub\crypto-orb-research\reports\walk_forward_sweep\fund_0\folds\fold_05
fold_06,2023-07-01,2025-06-30,2025-07-01,2025-12-31,43.0,10000.0,10465.804038041362,4.6580403804136195,0.09452896667137844,-19.9930509894808,0.4620695589745177,14,10,4,71.42857142857143,181.46862519181565,-337.22055346919956,465.8040380413581,33.271717002954155,134.8190526429858,0.0,0,C:\Users\wrodr\Documents\GitHub\crypto-orb-research\reports\walk_forward_sweep\fund_0\folds\fold_06
