entry_time,exit_time,type,signal_type,entry_price,exit_price,qty,leverage,initial_margin_used,entry_fee,exit_fee,fees_total,pnl_gross,pnl_net,exit_reason
2021-01-11 17:30:00+00:00,2021-01-11 21:00:00+00:00,SHORT,downtrend_breakdown,2.75902407,3.020129323032538,34432.465099878595,10.0,9500.0,59.375,64.99406094527365,124.36906094527365,-9500.0,-9624.369060945273,liquidation
2021-01-22 00:30:00+00:00,2021-01-22 00:30:00+00:00,SHORT,downtrend_breakdown,2.81281869,2.7568379724316197,1268.6540848531904,10.0,356.84939210199,2.2303087006374374,2.1859210968773506,4.416229797514788,71.02016601613829,66.6039362186235,target
2021-02-16 19:00:00+00:00,2021-02-16 20:30:00+00:00,SHORT,downtrend_breakdown,8.22777714,8.06402791935972,510.615594420053,10.0,420.12313150968237,2.625769571935515,2.5735115059148543,5.199281077850369,83.6129056330572,78.41362455520682,target
2021-02-26 00:00:00+00:00,2021-02-26 00:00:00+00:00,SHORT,downtrend_breakdown,13.84751511,13.57192186428078,357.1876043521637,10.0,494.61607483712885,3.0913504677320556,3.0298264107232518,6.121176878455307,98.43849121408533,92.31731433563003,target
2021-03-13 00:00:00+00:00,2021-03-13 00:00:00+00:00,SHORT,downtrend_breakdown,14.57814204,14.288007857119918,399.4456370765182,10.0,582.3175234559773,3.639484521599858,3.5670515006509773,7.206536022250836,115.89283351820899,108.68629749595816,target
2021-04-03 16:30:00+00:00,2021-04-03 17:30:00+00:00,SHORT,downtrend_breakdown,21.384161369999998,20.95857379041426,320.5968633583771,10.0,685.5695060771375,4.28480941298211,4.1995331360449395,8.48434254902705,136.44204309947122,127.95770055044419,target
2021-05-23 17:00:00+00:00,2021-05-23 17:00:00+00:00,SHORT,downtrend_breakdown,21.525847199999998,23.562984838997018,374.95821377012265,10.0,807.1293216000595,5.044558260000372,5.521959191451751,10.566517451452123,-807.1293216000595,-817.6958390515116,liquidation
2021-06-12 00:00:00+00:00,2021-06-12 00:00:00+00:00,SHORT,downtrend_breakdown,36.1533843,35.4338596456614,8.38601284171438,10.0,30.318274501123508,0.18948921563202192,0.18571800126251345,0.3752072168945354,6.033942991213594,5.658735774319059,target
2021-06-23 16:30:00+00:00,2021-06-23 17:00:00+00:00,SHORT,downtrend_breakdown,30.0959901,29.4970197050298,11.860076165670527,10.0,35.694073486726616,0.22308795929204134,0.21864806272621112,0.44173602201825246,7.103834505328353,6.662098483310102,target
2021-07-12 19:00:00+00:00,2021-07-13 12:30:00+00:00,SHORT,downtrend_breakdown,30.2249772,29.6234397037656,13.903423902622897,10.0,42.02306704587121,0.2626441690366951,0.25741702478452677,0.5200611938212218,8.363430803469285,7.843369609648063,target
2021-08-25 00:30:00+00:00,2021-08-25 08:00:00+00:00,SHORT,downtrend_breakdown,70.472952,69.07039930929601,7.031797889581458,10.0,49.555155514617546,0.30971972196635966,0.30355568005978517,0.6132754020261448,9.862467050519175,9.24919164849303,target
2021-10-11 21:30:00+00:00,2021-10-12 12:30:00+00:00,SHORT,downtrend_breakdown,141.275871,138.464198615358,4.1330065896647765,10.0,58.389410580363084,0.3649338161272693,0.3576709033187044,0.7226047194459737,11.620660493703898,10.898055774257925,target
2021-11-12 15:30:00+00:00,2021-11-12 17:30:00+00:00,SHORT,downtrend_breakdown,223.3916586,229.30592829999998,3.0822892780423032,10.0,68.85577141068667,0.43034857131679166,0.4417420026191419,0.8720905739359336,-18.2294900837604,-19.101580657696335,stop_loss
2021-11-18 16:00:00+00:00,2021-11-18 16:00:00+00:00,SHORT,downtrend_breakdown,197.00629740000002,193.0854780691452,2.5773010735356428,10.0,50.774454178230215,0.31734033861393884,0.31102463119484425,0.6283649698087831,10.105131870551407,9.476766900742625,target
2021-12-04 00:00:00+00:00,2021-12-04 00:30:00+00:00,SHORT,downtrend_breakdown,211.5508428,207.34055792659439,2.8256745254590734,10.0,59.7773827339357,0.37360864208709815,0.36617308289228073,0.7397817249793789,11.896894711707919,11.157112986728539,target
2021-12-13 16:00:00+00:00,2021-12-13 19:00:00+00:00,SHORT,downtrend_breakdown,158.06419200000002,154.918398450816,4.452408808145985,10.0,70.37664007132783,0.4398540004457989,0.43110002612892656,0.8709540265747255,14.006358906995752,13.135404880421026,target
2021-12-28 19:30:00+00:00,2021-12-29 12:00:00+00:00,SHORT,downtrend_breakdown,177.872211,174.33219825667797,4.658134862208905,10.0,82.85527470772782,0.5178454669232988,0.5075393064405913,1.0253847733638901,16.4898567723321,15.46447199896821,target
2022-01-05 22:30:00+00:00,2022-01-05 22:30:00+00:00,SHORT,downtrend_breakdown,149.835015,146.85299853146998,6.520707174114651,10.0,97.70302572440764,0.6106439107775478,0.5984908756652529,1.2091347864428008,19.44485617967174,18.23572139322894,target
2022-01-17 17:00:00+00:00,2022-01-17 21:00:00+00:00,SHORT,downtrend_breakdown,140.835915,138.03299861967,8.167445146926843,10.0,115.02696104797513,0.7189185065498447,0.7046105904324895,1.4235290969823342,22.892665787768042,21.469136690785707,target
2022-01-22 15:30:00+00:00,2022-01-22 15:30:00+00:00,SHORT,downtrend_breakdown,94.740525,92.85499907145,14.294056414002515,10.0,135.42264090422157,0.8463915056513848,0.829546621905911,1.6759381275572958,26.951813992758314,25.275875865201016,target
2022-02-08 20:00:00+00:00,2022-02-08 20:30:00+00:00,SHORT,downtrend_breakdown,110.768922,113.201319,14.39345261265272,10.0,159.43472297616253,0.9964670186010159,1.0183486379476774,2.014815656548693,-35.01059095465856,-37.02540661120725,stop_loss
2022-02-12 00:00:00+00:00,2022-02-12 06:30:00+00:00,SHORT,downtrend_breakdown,96.44035500000001,94.52099905479001,12.884708553334919,10.0,124.26058669551563,0.7766286668469726,0.7611722031193842,1.5378008699663568,24.73034196414152,23.192541094175166,target
2022-02-12 15:30:00+00:00,2022-02-12 16:00:00+00:00,SHORT,downtrend_breakdown,94.09058999999999,95.82958199999999,15.548154255912523,10.0,146.29350073498202,0.9143343795936376,0.9312332020097612,1.8455675816033987,-27.03811586579777,-28.883683447401168,stop_loss
2022-02-17 20:00:00+00:00,2022-02-17 21:00:00+00:00,SHORT,downtrend_breakdown,94.850514,92.962799070372,12.545455896065826,10.0,118.99429401061742,0.743714337566359,0.7289129348201132,1.4726272723864722,23.682244393993127,22.209617121606655,target
