funding_per_8h,folds,pct_positive_folds,total_return_pct_mean,total_return_pct_median,total_return_pct_min,total_return_pct_max,max_drawdown_pct_mean,max_drawdown_pct_median,max_drawdown_pct_min,max_drawdown_pct_max,daily_sharpe_mean,daily_sharpe_median,daily_sharpe_min,daily_sharpe_max,cagr_mean,cagr_median,cagr_min,cagr_max,total_trades_mean,total_trades_median,total_trades_min,total_trades_max,win_rate_pct_mean,win_rate_pct_median,win_rate_pct_min,win_rate_pct_max,expectancy_per_trade_mean,expectancy_per_trade_median,expectancy_per_trade_min,expectancy_per_trade_max,total_fees_mean,total_fees_median,total_fees_min,total_fees_max,total_funding_mean,total_funding_median,total_funding_min,total_funding_max,liquidations_mean,liquidations_median,liquidations_min,liquidations_max
-0.0001,6,100.0,10.666630079131112,10.263375086260083,1.206450751378152,26.204541618595336,-9.718807762970261,-6.978600888012182,-20.064597795900163,-4.225832640028527,1.5066527611806106,1.509407258589956,0.224220798503274,3.6613443027993657,0.23180237014749372,0.21390514707182834,0.0243448812856363,0.5990008948673677,18.0,18.0,14.0,21.0,73.70217823971694,73.80952380952381,68.42105263157895,80.95238095238095,58.08683016976286,56.591574929734755,8.503311294254518,126.39068514596622,180.01369702333568,176.14031904063717,134.32370764338657,226.37437140425968,35.07343521194589,27.637929808390567,14.68909017638854,90.17790305298878,0.0,0.0,0.0,0.0
0.0,6,100.0,11.031833677637204,10.426261282758697,1.4580504765872249,26.566772188977783,-9.659052459360868,-6.929325385230628,-19.9930509894808,-4.204248589578741,1.539564816364997,1.5388814284753165,0.2519655939543282,3.7072092959532887,0.23981019994965605,0.2174649089496778,0.0294588956610055,0.6082703963707703,18.0,18.0,14.0,21.0,73.70217823971694,73.80952380952381,68.42105263157895,80.95238095238095,58.168054442410494,56.6436285190709,8.576767509336852,126.50843899513274,180.2612740610906,176.31938580207014,134.8190526429858,226.6529906817944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0001,6,100.0,11.397891581814578,10.589356921267058,1.71020833165052,26.929827763800997,-9.602206490838524,-6.880049882449052,-19.921560930802208,-4.19429686563838,1.5723624845619717,1.5682693456900212,0.2796954235331683,3.752828677264525,0.24787647651942912,0.22103443561030128,0.0345970675598257,0.6175881163741028,18.0,18.0,14.0,21.0,73.70217823971694,73.80952380952381,68.42105263157895,80.95238095238095,58.249388774516746,56.69575002354118,8.65029948941586,126.62640861521857,180.5092439116378,176.4986552200985,135.31554303634977,226.9320617313483,-35.15686150246106,-27.703365496711065,-90.42874568487048,-14.707394672128448,0.0,0.0,0.0,0.0
