group,trades,wins,losses,win_rate_pct,total_pnl_net,total_return_pct_on_initial,avg_pnl_net,median_pnl_net,profit_factor,avg_hold_minutes,total_fees,total_funding_est,liquidations
18-23,97,81,16,83.50515463917526,14712.658375673014,147.12658375673013,151.67689047085582,340.4052787663257,1.9619413007009334,942.3711340206186,1917.658464864862,-480.8951503398176,0
12-17,61,41,20,67.21311475409836,5079.339635367598,50.79339635367598,83.26786287487866,270.86195285622324,1.511042877063585,276.39344262295083,1211.8749580782523,-65.56852835533006,0
00-05,6,6,0,100.0,1939.634482437928,19.39634482437928,323.27241373965467,319.2025416759583,inf,395.0,101.01200092654106,-6.8987693900677165,0
