group,trades,wins,losses,win_rate_pct,total_pnl_net,total_return_pct_on_initial,avg_pnl_net,median_pnl_net,profit_factor,avg_hold_minutes,total_fees,total_funding_est,liquidations
downtrend,149,113,36,75.83892617449665,16813.62322054967,168.13623220549673,112.84310886274947,315.1760690867108,1.6663103365627465,479.3959731543624,2974.4260561579467,-312.43983171574223,0
uptrend,15,15,0,100.0,4918.00927292887,49.1800927292887,327.86728486192465,320.8982803396086,inf,2614.0,256.11936771170843,-240.92261636947313,0
