group,trades,wins,losses,win_rate_pct,total_pnl_net,total_return_pct_on_initial,avg_pnl_net,median_pnl_net,profit_factor,avg_hold_minutes,total_fees,total_funding_est,liquidations
chop,120,99,21,82.5,18982.29601108414,189.82296011084142,158.18580009236786,326.2176133015406,2.08583759261111,811.75,2340.783664728256,-496.3659718481515,0
trend,44,29,15,65.9090909090909,2749.3364823943994,27.493364823943995,62.48492005441817,258.4103874778964,1.3546517793826294,300.6818181818182,889.7617591413991,-56.996476237063796,0
