group,trades,wins,losses,win_rate_pct,total_pnl_net,total_return_pct_on_initial,avg_pnl_net,median_pnl_net,profit_factor,avg_hold_minutes,total_fees,total_funding_est,liquidations
target,128,128,0,100.0,46965.55473350419,469.65554733504194,366.9183963555015,368.6943223297998,inf,679.6875,2445.865291224046,-431.3807927282707,0
stop_loss,36,0,36,0.0,-25233.922240025655,-252.33922240025657,-700.942284445157,-478.44572257060935,0.0,656.6666666666666,784.6801326456094,-121.98165535694464,0
