group,trades,wins,losses,win_rate_pct,total_pnl_net,total_return_pct_on_initial,avg_pnl_net,median_pnl_net,profit_factor,avg_hold_minutes,total_fees,total_funding_est,liquidations
med,64,53,11,82.8125,13966.80920303038,139.6680920303038,218.23139379734968,318.03717471315974,3.5447289626684735,386.25,1254.285296877455,-107.66899438231235,0
low,63,43,20,68.25396825396825,3647.7075703762584,36.47707570376259,57.900120164702514,372.7156690134453,1.2433323190230856,1125.2380952380952,1426.325896682379,-385.3058344717257,0
high,35,30,5,85.71428571428571,3752.6642646694036,37.526642646694036,107.21897899055439,252.29576262598823,1.789244435008515,429.42857142857144,530.9543807123216,-60.38761923117729,0
