fold_id,train_start,train_end,test_start,test_end,enable_filter,blocked_days_count,vol_thr_train_q33,adx_thr_train_q67,signals_total,signal_type_counts_json,test_daily_sharpe,test_total_return_pct,test_max_drawdown_pct,test_final_equity,test_total_trades,test_total_fees,test_total_funding,test_liquidations
fold_01,2021-01-01,2022-12-31,2023-01-01,2023-06-30,True,25,0.045193865027491224,36.714439700978595,15,"{""downtrend_breakdown"": 15}",4.060576765457409,26.405226551112793,-7.042739848162549,12640.52265511128,15,158.6303241347159,-25.489939810055954,0
fold_02,2021-07-01,2023-06-30,2023-07-01,2023-12-31,True,11,0.03922268374911137,37.307286528872474,13,"{""downtrend_breakdown"": 13}",1.6420353258611908,9.614141720557878,-8.367432212877146,10961.414172055787,13,128.38059061700997,-13.738456558512738,0
fold_03,2022-01-01,2023-12-31,2024-01-01,2024-06-30,True,3,0.03344511120229317,37.75992093844504,17,"{""downtrend_breakdown"": 17}",0.27969542353316834,1.71020833165052,-14.373303175242047,10171.020833165052,17,158.14814963186748,-23.965741844980762,0
fold_04,2022-07-01,2024-06-30,2024-07-01,2024-12-31,True,3,0.03308131246163951,37.919133987187294,19,"{""downtrend_breakdown"": 19}",1.5513632041526721,10.243534320843484,-4.19429686563838,11024.353432084348,19,194.84916080832951,-16.57010220383216,0
fold_05,2023-01-01,2024-12-31,2025-01-01,2025-06-30,True,0,0.03285081580763203,37.381518875338955,21,"{""downtrend_breakdown"": 21}",1.5851754872273704,12.987967044797589,-7.505770384354649,11298.796704479759,21,210.4368355624433,-31.440989148441375,0
fold_06,2023-07-01,2025-06-30,2025-07-01,2025-12-31,True,7,0.033451060277002016,37.55423754679352,14,"{""downtrend_breakdown"": 14}",0.3190332308500035,1.868037071146822,-22.0606124171424,10186.803707114683,12,114.52668734046804,-87.67630457890361,0
