fold_id,train_start,train_end,test_start,test_end,chosen_scenario_id,chosen_adx_threshold,chosen_orb_start,objective,train_daily_sharpe,train_total_return_pct,train_cagr,train_max_drawdown_pct,train_total_trades,test_daily_sharpe,test_total_return_pct,test_cagr,test_max_drawdown_pct,test_total_trades,test_liquidations,test_total_fees,test_total_funding,fold_dir
fold_01,2021-01-01,2022-12-31,2023-01-01,2023-06-30,adx43_orb1330,43.0,13:30,daily_sharpe,1.7175975261000134,59.5662255345931,0.26321210310428866,-16.15949708985348,52,3.7528286772645254,26.929827763800994,0.6175881163741028,-5.363978208450404,21,0,226.9320617313483,-33.82819546051314,C:\Users\wrodr\Documents\GitHub\crypto-orb-research\reports\walk_forward_tune\folds\fold_01
fold_02,2021-07-01,2023-06-30,2023-07-01,2023-12-31,adx43_orb1330,43.0,13:30,daily_sharpe,1.8818865023456621,72.37122019982746,0.31292260807436545,-16.15949708985348,64,1.7565295795984157,10.93517952169063,0.22860952936872603,-6.254329380543455,16,0,157.37371269948858,-14.707394672128448,C:\Users\wrodr\Documents\GitHub\crypto-orb-research\reports\walk_forward_tune\folds\fold_02
fold_03,2022-01-01,2023-12-31,2024-01-01,2024-06-30,adx43_orb1330,43.0,13:30,daily_sharpe,1.7034883464248192,65.55519705501538,0.2866918008942547,-16.15949708985348,72,0.27969542353316834,1.71020833165052,0.03459706755982572,-14.373303175242047,17,0,158.14814963186748,-23.965741844980762,C:\Users\wrodr\Documents\GitHub\crypto-orb-research\reports\walk_forward_tune\folds\fold_03
fold_04,2022-07-01,2024-06-30,2024-07-01,2024-12-31,adx43_orb1330,43.0,13:30,daily_sharpe,1.1115981486533493,40.87791410063755,0.1866476041964651,-16.15949708985349,69,1.5513632041526721,10.243534320843484,0.21345934185187665,-4.19429686563838,19,0,194.84916080832951,-16.57010220383216,C:\Users\wrodr\Documents\GitHub\crypto-orb-research\reports\walk_forward_tune\folds\fold_04
fold_05,2023-01-01,2024-12-31,2025-01-01,2025-06-30,adx43_orb1330,43.0,13:30,daily_sharpe,1.6734870866080716,57.88855607783749,0.2561528223017282,-14.373303175242025,73,1.5851754872273704,12.987967044797589,0.2792507686072139,-7.505770384354649,21,0,210.4368355624433,-31.440989148441375,C:\Users\wrodr\Documents\GitHub\crypto-orb-research\reports\walk_forward_tune\folds\fold_05
fold_06,2023-07-01,2025-06-30,2025-07-01,2025-12-31,adx43_orb1330,43.0,13:30,daily_sharpe,1.204729049312547,40.54621585140965,0.18525166627723721,-14.373303175242025,73,0.5085825355956785,5.580632508104255,0.11375403535482964,-19.921560930802208,14,0,135.31554303634977,-90.42874568487049,C:\Users\wrodr\Documents\GitHub\crypto-orb-research\reports\walk_forward_tune\folds\fold_06
