entry_time,exit_time,type,signal_type,entry_price,exit_price,qty,leverage,initial_margin_used,entry_fee,exit_fee,fees_total,pnl_gross,pnl_net,exit_reason
2024-01-02 18:30:00+00:00,2024-01-03 11:00:00+00:00,SHORT,downtrend_breakdown,107.892,105.73415999999999,88.05101397693991,1.0,9500.0,4.75,4.655,9.405000000000001,190.00000000000065,180.59500000000065,target
2024-01-12 22:30:00+00:00,2024-01-14 14:30:00+00:00,SHORT,downtrend_breakdown,87.914,98.933,110.01166196510225,1.0,9671.56525,4.835782625,5.441891876596731,10.277674501596731,-1212.2185031934623,-1222.496177695059,stop_loss
2024-01-18 20:00:00+00:00,2024-01-19 16:00:00+00:00,SHORT,downtrend_breakdown,92.384,90.53632,92.11761648326217,1.0,8510.193881189693,4.2550969405948464,4.16999500178295,8.425091942377797,170.20387762379355,161.77878568141574,target
2024-01-22 15:30:00+00:00,2024-01-22 18:30:00+00:00,SHORT,downtrend_breakdown,86.249,84.52402,100.45199048785537,1.0,8663.883727587037,4.331941863793519,4.245303026517648,8.577244890311167,173.27767455174097,164.70042966142978,target
2024-02-16 18:00:00+00:00,2024-02-17 13:00:00+00:00,SHORT,downtrend_breakdown,109.047,106.86605999999999,80.88575692834645,1.0,8820.349135765395,4.410174567882698,4.321971076525044,8.73214564440774,176.40698271530846,167.6748370709007,target
2024-04-01 18:30:00+00:00,2024-04-02 02:30:00+00:00,SHORT,downtrend_breakdown,189.318,185.53164,47.431518561271254,1.0,8979.640230982752,4.489820115491376,4.4000237131815485,8.889843828672925,179.5928046196551,170.7029607909822,target
2024-04-09 15:30:00+00:00,2024-04-09 17:00:00+00:00,SHORT,downtrend_breakdown,170.476,175.993,53.625190899212704,1.0,9141.808043734185,4.570904021867093,4.718829110962571,9.289733132829664,-295.8501781909563,-305.13991132378595,stop_loss
2024-04-12 18:30:00+00:00,2024-04-12 18:30:00+00:00,SHORT,downtrend_breakdown,160.423,157.21454,55.178653484703496,1.0,8851.925127976589,4.4259625639882945,4.337443312708529,8.763405876696822,177.0385025595319,168.27509668283508,target
2024-04-13 18:00:00+00:00,2024-04-13 19:30:00+00:00,SHORT,downtrend_breakdown,139.389,136.60122,64.65206343273344,1.0,9011.786469825282,4.505893234912641,4.415775370214388,8.921668605127028,180.2357293965055,171.31406079137847,target
2024-04-15 21:30:00+00:00,2024-04-16 03:30:00+00:00,SHORT,downtrend_breakdown,136.579,133.84742,67.17383219658285,1.0,9174.53482757709,4.587267413788545,4.495522065512773,9.082789479301319,183.49069655154233,174.40790707224102,target
2024-04-24 22:30:00+00:00,2024-04-25 02:00:00+00:00,SHORT,downtrend_breakdown,148.131,145.16837999999998,63.053799267511316,1.0,9340.222339295718,4.67011116964786,4.576708946254902,9.24682011590276,186.80444678591533,177.55762667001255,target
2024-04-30 16:30:00+00:00,2024-04-30 19:00:00+00:00,SHORT,downtrend_breakdown,124.305,121.8189,76.49653742514161,1.0,9508.90208463223,4.754451042316115,4.659362021469791,9.413813063785906,190.17804169264514,180.76422862885923,target
2024-05-10 18:30:00+00:00,2024-05-11 02:00:00+00:00,SHORT,downtrend_breakdown,146.682,143.74836,65.99738278609269,1.0,9680.628101829647,4.840314050914824,4.743507769896527,9.583821820811352,193.61256203659275,184.0287402157814,target
2024-06-07 20:00:00+00:00,2024-06-08 13:00:00+00:00,SHORT,downtrend_breakdown,162.015,158.7747,60.830512020705726,1.0,9855.455405034638,4.927727702517319,4.829173148466973,9.756900850984291,197.1091081006922,187.3522072497079,target
2024-06-08 23:30:00+00:00,2024-06-09 12:30:00+00:00,SHORT,downtrend_breakdown,158.023,160.656,63.493542091479476,1.0,10033.440001921861,5.01672000096093,5.100309249124363,10.117029250085293,-167.17849632686608,-177.29552557695138,stop_loss
2024-06-11 16:00:00+00:00,2024-06-12 12:30:00+00:00,SHORT,downtrend_breakdown,147.592,153.701,66.83972879711473,1.0,9865.009252623759,4.9325046263118795,5.136666577922665,10.069171204234545,-408.3239032215726,-418.39307442580713,stop_loss
2024-06-23 22:30:00+00:00,2024-06-24 01:30:00+00:00,SHORT,downtrend_breakdown,128.941,126.36218,73.42533276397143,1.0,9467.53583191924,4.73376791595962,4.639092557640427,9.372860473600047,189.35071663838534,179.9778561647853,target
